ReferenceNumber,WatchName,Gender,Location,Price,Currency,BrandName,Condition,ScopeOfDelivery,WatchLink,WatchImage,WebsiteName,WatchModel,Year,Movement,PowerReserve,NumberOfJewels,CaseDiameter,CaseMaterial,WaterResistanceAtm,BezelMaterial,Glass,DialColor,BraceletMaterial,BraceletColor,Buckle,BuckleMaterial,Functions,Description,Other
AT4010-50E,Citizen Perpetual chrono a-t At4010-50e,M,world,335.19,USD,Citizen,New,,https://www.jomashop.com/citizen-watch-at4010-50e.html,https://cdn2.jomashop.com/media/catalog/product/c/i/citizen-perpetual-chrono-a-t-eco-drive-black-dial-titanium-men_s-chronograph-watch-at4010-50e_1.jpg,Jomashop,perpetual.chrono.a.t,,Eco-Drive,,,42,Titanium,20,Titanium with Tachymeter,Scratch Resistant Sapphire,Black / Silver Guilloche,Titanium,Grey,,,"Perpetual Calendar, Chronograph, Alarm, Date, Day, GMT, Second Time Zone, Hour, Minute, Second, Power Reserve Indicator, Tachymeter","Titanium case with a titanium bracelet. Fixed black titanium bezel showing tachymeter markings. Black / silver guilloche dial with luminous silver-tone hands and index hour markers. Tachymeter. Dial Type: Analog. Luminescent hands and markers. Date display at the 4 o'clock position. Three sub-dials displaying: 12/24 hours, time zone and 1 second. Eco-drive movement. Eco-drive E650, atomic timekeeping, radio controlled engine. Scratch resistant sapphire crystal. Pull / push crown. Solid case back. Case diameter: 42 mm. Case thickness: 13 mm. Round case shape. Band width: 24 mm. Band length: 8 inches. Fold over clasp with a hidden double push button release. Water resistant at 200 meters / 660 feet. Functions: chronograph, 1-second chronograph, power reserve indicator, alarm, day-date, 12/24-hour time. Sport watch style. Item Variations: AT4010 50E, AT4010.50E, AT401050E. Citizen Perpetual Chrono A-T Eco-Drive Black Dial Titanium Mens Chronograph Watch AT4010-50E.","Alarm, Atomic Timekeeping, Calendar, Chronograph, GMT, Perpetual, Power Reserve Indicator, Solar, Time Zone, Titanium"
AT8020-54L,Citizen Eco-drive At8020-54l,M,world,322.99,USD,Citizen,New,,https://www.jomashop.com/citizen-watch-at8020-54l.html,https://cdn2.jomashop.com/media/catalog/product/c/i/citizen-eco-drive-blue-angels-chronograph-stainless-steel-mens-watch-at8020-54l.jpg,Jomashop,eco.drive,,Eco-Drive,,,43,Stainless Steel,20,Stainless Steel,Scratch Resistant Sapphire,Blue,Stainless Steel,Silver-tone,,,"Chronograph, Date, Hour, Minute, Second, Perpetual Calendar, World Time","Silver-tone stainless steel case with a silver-tone stainless steel bracelet. Fixed blue ion-plated stainless steel bezel. Blue dial with luminous hands and index hour markers. Minute markers. world time cities. navigation calculator markings around the outer rim. Dial Type: Analog. Luminescent hands and markers. Date display at the 3 o'clock position. Chronograph - sub-dials displaying: three - 60 second, 60 minute and 1/10th of a second. power reserve indicator. Eco-Drive H800 Atomic Timekeeping Radio Controlled eco-drive movement. Scratch resistant sapphire crystal. Pull / push crown. Solid case back. Round case shape, case size: 43 mm, case thickness: 12 mm. Band width: 22 mm, band length: 8.5 inches. Fold over with double push button release clasp. Water resistant at 200 meters / 660 feet. Functions: chronograph, date, hour, minute, second, perpetual calendar, world time. Sport watch style. Watch label: Japan Movt. Item Variations: AT8020 54L, AT8020.54L, AT802054L. Citizen Eco Drive Blue Angels Chronograph Mens Watch AT8020-54L.","Atomic Timekeeping, Calculator, Calendar, Chronograph, Perpetual, Power Reserve Indicator, Solar, Stainless Steel, World Time"
T049.210.22.017.00,Tissot Pr 100 T049.210.22.017.00,M,world,174.99,USD,Tissot,New,,https://www.jomashop.com/tissot-pr100-ladies-watch-t0492102201700.html,https://cdn2.jomashop.com/media/catalog/product/t/i/tissot-pr100-white-dial-two-tone-ladies-watch-t0492102201700_1.jpg,Jomashop,pr.100,,Quartz,,,24,Stainless Steel,10,Stainless Steel,Scratch Resistant Sapphire,White,Stainless Steel,Two-tone (Silver-tone and Yelllow Gold PVD),,,"Date, Hour, Minute, Second","Stainless steel case with a two-tone (silver-tone and yelllow gold PVD) stainless steel bracelet. Fixed yellow gold PVD bezel. White dial with luminousyellow gold-tone hands and index hour markers. Arabic numerals mark the 6 and 12 o'clock positions. Minute markers around the outer rim. Dial Type: Analog. Luminescent hands and markers. Date display at the 3 o'clock position. ETA caliber F03.111 quartz movement. Scratch resistant sapphire crystal. Pull / push crown. Solid case back. Round case shape. Case size: 23.6 mm. Case thickness: 6.6 mm. Band width: 12 mm. Fold over clasp. Water resistant at 100 meters / 330 feet. Functions: date, hour, minute, second. Casual watch style. Watch label: Swiss Made. Tissot PR100 White Dial Two-tone Ladies Watch T0492102201700.","Calendar, Gold, Stainless Steel"
T019.430.16.031.01,Tissot Heritage T019.430.16.031.01,M,world,379.05,USD,Tissot,New,,https://www.jomashop.com/tissot-visodate-men-watch-t0194301603101.html,https://cdn2.jomashop.com/media/catalog/product/t/i/tissot-heritage-visodate-automatic-men_s-watch-t019.430.16.031.01_7.jpg,Jomashop,heritage,,Automatic,42,,40,Stainless Steel,3,Stainless Steel,Scratch Resistant Sapphire,Silver,Leather,Brown,,,"Date, Day, Hour, Minute, Second","Silver-tone stainless steel case with a brown leather strap. Fixed silver-tone stainless steel bezel. Silver dial with silver-tone hands and index hour markers. Minute markers around the outer rim. Dial Type: Analog. Day of the week and date display at the 3 o'clock position. ETA Caliber 2836-2 automatic movement with a 42-hour power reserve. Scratch resistant sapphire crystal. Pull / push crown. Skeleton case back. Case size: 40 mm. Case thickness: 11.6 mm. Round case shape. Band width: 20 mm. Band length: 7.5 inches. Fold over clasp. Water resistant at 30 meters / 100 feet. Functions: date, day, hour, minute, second. Casual watch style. Watch label: Swiss Made. Item Variations: T019 430 16 031 01, T019-430-16-031-01, T019/430/16/031/01, T0194301603101. Tissot Heritage Visodate Automatic Mens Watch T019.430.16.031.01.","Calendar, Leather, Stainless Steel"
H68401735,Hamilton Khaki field H68401735,M,world,303.05,USD,Hamilton,New,,https://www.jomashop.com/hamilton-watch-h68401735.html,https://cdn2.jomashop.com/media/catalog/product/h/a/hamilton-khaki-field-black-dial-black-pvd-mens-watch-h68401735.jpg,Jomashop,khaki.field,,Quartz,,,40,Stainless Steel,5,Stainless Steel,Scratch Resistant Sapphire,Black,Leather-Lined Rubber,Black,,,"Date, Hour, Minute, Second","Black PVD stainless steel case with a black leather-lined rubber strap. Fixed black PVD bezel. Black dial with luminous black hands and Arabic numeral hour markers. Minute markers around the outer rim. Dial Type: Analog. Luminescent hands and markers. Date display at the 3 o'clock position. Hamilton calibre F07.111 quartz movement. Scratch resistant sapphire crystal. Pull / push crown. Solid case back. Case size: 40 mm. Case thickness: 10 mm. Round case shape. Band width: 20 mm. Tang clasp. Water resistant at 50 meters / 165 feet. Functions: date, hour, minute, second. Casual watch style. Hamilton Khaki Field Black Dial Black PVD Mens Watch H68401735.","Calendar, Leather, Rubber, Stainless Steel"
T106.417.11.051.00,Tissot T-sport v8 T106.417.11.051.00,M,world,256.5,USD,Tissot,New,,https://www.jomashop.com/tissot-watch-t1064171105100.html,https://cdn2.jomashop.com/media/catalog/product/t/i/tissot-t-sport-v8-black-dial-chronograph-men_s-watch-t1064171105100.jpg,Jomashop,t.sport.v8,,Quartz,,,43,Stainless Steel,10,Stainless Steel with a Black Top Ring,Scratch Resistant Sapphire,Black,Stainless Steel,Silver-tone,,,"Chronograph, Rattrapante, Date, Hour, Minute, Small Second","Silver-tone stainless steel case with a silver-tone stainless steel bracelet. Fixed silver-tone stainless steel with a black top ring bezel. Black dial with luminous silver-tone hands and index hour markers. Minute markers around the outer rim. Dial Type: Analog. Date display at the 6 o'clock position. Chronograph - sub-dials displaying: three - 60 second, 30 minute and 1/10th of a second. ETA Caliber G10.212 quartz movement. Scratch resistant sapphire crystal. Solid case back. Round case shape, case size: 42.5 mm, case thickness: 11.22 mm. Deployment clasp. Water resistant at 100 meters / 330 feet. Functions: chronograph, rattrapante, date, hour, minute, small second. Luxury watch style. Watch label: Swiss Made. Tissot T-Sport V8 Chronograph Black Dial Mens Watch T1064171105100.","Calendar, Chronograph, Rattrapante, Stainless Steel"
BN0191-55L,Citizen Promaster diver Bn0191-55l,M,world,180.49,USD,Citizen,New,,https://www.jomashop.com/citizen-watch-bn0191-55l.html,https://cdn2.jomashop.com/media/catalog/product/c/i/citizen-promaster-diver-blue-dial-men_s-stainless-steel-watch-bn0191-55l.jpg,Jomashop,promaster.diver,,Quartz,,,45,Stainless Steel,20,Stainless Steel with a Blue Aluminum Top Ring,Scratch Resistant Mineral,Blue,Stainless Steel,Silver-tone,,,"Date, Hour, Minute, Second","Silver-tone stainless steel case with a silver-tone stainless steel bracelet. Uni-directional rotating aluminum bezel. Blue dial with silver-tone hands and index hour markers. Minute markers around the outer rim. Dial Type: Analog. Luminescent hands and markers. Date display at the 3 o'clock position. Quartz movement. Scratch resistant mineral crystal. Solid case back. Case size: 45 mm. Round case shape. Water resistant at 200 meters / 660 feet. Functions: date, hour, minute, second. Dive watch style. Citizen Promaster Diver Blue Dial Mens Stainless Steel Watch BN0191-55L.","Calendar, Stainless Steel"
 T085.427.11.011.00,Tissot Carson  t085.427.11.011.00,M,world,308.75,USD,Tissot,New,,https://www.jomashop.com/tissot-watch-t0854271101100.html,https://cdn2.jomashop.com/media/catalog/product/t/i/tissot-carson-silver-dial-stainless-steel-men_s-watch-t0854271101100_7.jpg,Jomashop,carson,,Automatic,45,,42,Stainless Steel,3,Stainless Steel,Scratch Resistant Sapphire,White,Stainless Steel,Silver-tone,,,"Chronograph, Date, Hour, Minute, Second","Silver-tone stainless steel case with a silver-tone stainless steel bracelet. Fixed silver-tone stainless steel bezel. White dial with black hands and index hour markers. Minute markers around the outer rim. Dial Type: Analog. Date display at the 3 o'clock position. Chronograph - sub-dials displaying: three - 60 second, 30 minute and 6 hour. ETA Caliber C01.211 automatic movement with a 45-hour power reserve. Scratch resistant sapphire crystal. Skeleton case back. Round case shape, case size: 42 mm, case thickness: 13 mm. Band width: 19 mm. Butterfly clasp. Water resistant at 30 meters / 100 feet. Functions: chronograph, date, hour, minute, second. Casual watch style. Watch label: Swiss Made. Tissot Carson Chronograph Automatic Mens Watch T0854271101100.","Calendar, Chronograph, Stainless Steel"
T100.430.36.051.00,Tissot Prs 516 T100.430.36.051.00,M,world,325,USD,Tissot,New,,https://www.jomashop.com/tissot-watch-t1004303605100.html,https://cdn2.jomashop.com/media/catalog/product/t/i/tissot-prs-516-automatic-men_s-watch-t1004303605100_1.jpg,Jomashop,prs.516,,Automatic,80,,42,Gold PVD Stainless Steel,10,Ceramic,Scratch Resistant Sapphire,Black,Calfskin Leather,Black,,,"Date, Day, Hour, Minute, Second","Gold PVD stainless steel case with a black (calfskin) leather strap. Fixed black ceramic bezel. Black dial with luminous gold-tone hands and index hour markers. Minute markers around the outer rim. Luminescent hands and markers. Day of the week and date display at the 3 o'clock position. Powermatic 80 automatic movement with an 80-hour power reserve. Scratch resistant sapphire crystal. Transparent case back. Case size: 42 mm. Case thickness: 13 mm. Round case shape. Band width: 13 mm. Fold over clasp. Water resistant at 100 meters / 330 feet. Functions: date, day, hour, minute, second. Casual watch style. Tissot PRS 516 Automatic Mens Watch T1004303605100.","Calendar, Ceramic, Gold, Leather, Stainless Steel"
WAZ1110.BA0875,Tag Heuer Formula 1 Waz1110.ba0875,M,world,792,USD,Tag Heuer,New,,https://www.jomashop.com/tag-heuer-watch-waz1110-ba0875.html,https://cdn2.jomashop.com/media/catalog/product/t/a/tag-heuer-formula-1-black-dial-mens-watch-waz1110ba0875.jpg,Jomashop,formula.1,,Quartz,,,41,Stainless Steel,20,Stainless Steel,Scratch Resistant Sapphire,Black,Stainless Steel,Silver-tone,,,"Date, Hour, Minute, Second","Stainless steel case with a stainless steel bracelet. Uni-directional rotating black ion-plated bezel. Black dial with luminous hands and index hour markers. Arabic numerals mark the 6 and 12 o'clock positions. Minute markers around the outer rim. Dial Type: Analog. Luminescent hands and markers. Date display at the 3 o'clock position. Quartz movement. Scratch resistant sapphire crystal. Screw down crown. Solid case back. Round case shape. Case size: 41 mm. Case thickness: 16 mm. Band width: 20 mm. Band length: 8.5 inches. Deployment clasp. Water resistant at 200 meters / 660 feet. Functions: date, hour, minute, second. Dress watch style. Watch label: Swiss Made. Item Variations: WAZ1110 BA0875, WAZ1110-BA0875, WAZ1110/BA0875, WAZ1110BA0875. Tag Heuer Formula 1 Black Dial Mens Watch WAZ1110.BA0875.","Calendar, Stainless Steel"
